symbol	kind	in-vanilla	in-patch302	in-gs5r3	patch302-vs-vanilla	gs5r3-vs-vanilla	gs5r3-vs-patch302	changed-fields
artifact:stone_energy	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:stone_luck	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:stone_meek	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:stone_might	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:stone_ring	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:sundial_key	artifact	yes	yes	yes	identical	token-level	token-level	category,image,questonly?
artifact:swift_axe	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:sword_burning	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_crusader	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_dark	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_enlightenment	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_flames	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_ice	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_of_flames	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:sword_of_quality	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:sword_quality	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_soulstealer	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_spectral	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_thunder	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_wave	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:sword_windbreaker	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:thiefart	artifact	yes	yes	yes	identical	token-level	token-level	category,questonly?
artifact:thunderblade	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:tidalblade	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:token_insane	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:turn_stat_bonus	artifact	no	no	yes	identical	only-in-right	only-in-right	-
artifact:waterstaff	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:welanhelm	artifact	yes	yes	yes	identical	token-level	token-level	category,healing_waters,healwater,image,questonly?
artifact:welanmail	artifact	yes	yes	yes	identical	token-level	token-level	category,questonly?
artifact:welanplate	artifact	yes	yes	yes	identical	token-level	token-level	category,questonly?,ricause,righteous_cause
artifact:wexcross	artifact	yes	yes	yes	identical	token-level	token-level	T_artifact_descript_wexcross,T_artifact_name_wexcross,attack_proc,category,description,faith,image,mod_proc,name,questonly?,unmod_proc
artifact:windbreaker	artifact	yes	yes	no	identical	only-in-left	only-in-left	-
artifact:writofcamd	artifact	yes	yes	yes	identical	token-level	token-level	category,questonly?
building:BARRACKS	building	yes	yes	yes	identical	token-level	token-level	-
building:HUT	building	yes	yes	yes	identical	token-level	token-level	-
building:KEEP	building	yes	yes	yes	identical	token-level	token-level	-
building:LIBRARY	building	yes	yes	yes	identical	token-level	token-level	-
building:MAGISTRATE	building	yes	yes	yes	identical	token-level	token-level	-
building:MARKETPLACE	building	yes	yes	yes	identical	token-level	token-level	-
building:SPECIAL_BUILDING	building	yes	yes	yes	identical	token-level	token-level	-
building:TAVERN	building	yes	yes	yes	identical	token-level	token-level	-
building:TEMPLE	building	yes	yes	yes	identical	token-level	token-level	-
building:THIEVES_GUILD	building	yes	yes	yes	identical	token-level	token-level	-
building:WATCH_TOWER	building	yes	yes	yes	identical	token-level	token-level	-
building:WIZARDS_TOWER	building	yes	yes	yes	identical	token-level	token-level	-
encounter:aigtem	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:air/aicave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/aidung	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/aigtem	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/aimina	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/aiminc	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/aiming	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/aimult	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/airmult	encounter	yes	yes	yes	identical	token-level	token-level	name,type_override,unknown_name
encounter:air/aistat	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/aitowe	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/frost_dragoncave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/gen_sprite	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:air/genair	encounter	yes	yes	yes	identical	identical	identical	-
encounter:bridge	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:chaos/chaosmult	encounter	yes	yes	yes	identical	token-level	token-level	name,type_override,unknown_name
encounter:chaos/chcave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chdung	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chgtem	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chmina	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chminc	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chming	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chmult	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chstat	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/chtowe	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/cyclopscave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chaos/genchaos	encounter	yes	yes	yes	identical	token-level	token-level	CAV1,CAV2,CAVS,CBIG1,CBIG2,CBIGS,CHAMPS,CMID1,CMID2,CMIDS,CSMALL1,CSMALL2,CSMALLS,FIT1,FIT2,FITS,INF1,INF2,INFS,MILS,MIS1,MIS2,MISS,SQUAD_HIGH,SQUAD_LOW,SQUAD_MED,THF1,THF2,THFS,WIZ1,WIZ2,WIZS,army_specification,mapfile,tileset
encounter:chaos/genorc	encounter	yes	yes	yes	identical	token-level	token-level	CHAMP1,CHAMP2,CHAMP3,CHAMPS,MIL1,MIL2,MIL3,MILS,army_specification
encounter:chaos/witchtowr	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:chgtem	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:cyclopscave	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/altosac	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/deathcaves	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/deathgt	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/deathmult	encounter	yes	yes	yes	identical	token-level	token-level	name,unknown_name
encounter:death/decave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/dedung	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/degtem	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/demina	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/deminc	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/deming	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/demult	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/destat	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/detowe	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/encounter2	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/encounter3	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/encounter4a	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/encounter4b	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/encounter4c	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/encounter5	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:death/gen_undead	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/gendeath	encounter	yes	yes	yes	identical	identical	identical	-
encounter:death/lichcastle	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/altosac	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/deathcaves	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/deathgt	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/encounter2	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/encounter3	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/encounter4a	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/encounter4b	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/encounter4c	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/quest/encounter5	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:death/vamp_nest	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:degtem	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:dragoncave	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:dummy	encounter	yes	yes	yes	identical	formatting-only	formatting-only	-
encounter:eagtem	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/barrow2	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/barrows	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/bridge	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eacave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eadung	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eagtem	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eamina	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eaminc	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eaming	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eamult	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/earthmult	encounter	yes	yes	yes	identical	token-level	token-level	name,tileset,unknown_name
encounter:earth/eastat	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/eatowe	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/encounter1	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter10	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter11	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter12	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter13	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter14	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter15	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter16	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter17	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter18	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter19	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter2	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter20	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter21	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter22	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter23	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter24	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter25	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter26	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter27	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter27B	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter28	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter28B	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter29	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter3	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter30	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter31	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter32	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter4	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter5	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter6	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter7	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter8	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/encounter9	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/genbrew	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/gencrys	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/genearth	encounter	yes	yes	yes	identical	formatting-only	formatting-only	-
encounter:earth/gengold	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/gentroll	encounter	yes	yes	yes	identical	token-level	token-level	army_specification,mapfile,type_override
encounter:earth/orccave	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/orccaves	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/orccaves2	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/orccaves3	encounter	yes	yes	no	identical	only-in-left	only-in-left	-
encounter:earth/quest/barrow2	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/barrows	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter1	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter10	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter11	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter12	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter13	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter14	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter15	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter16	encounter	no	no	yes	identical	only-in-right	only-in-right	-
encounter:earth/quest/encounter17	encounter	no	no	yes	identical	only-in-right	only-in-right	-
